microbe,status
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__copri.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__copri.3,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__copri.4,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__copri.5,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__copri.6,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__stercorea,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__stercorea.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__stercorea.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella;_s__stercorea.3,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae.3,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__;_s__.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__;_s__.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__;_s__.3,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes;_s__finegoldii,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes;_s__indistinctus,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes;_s__indistinctus.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes;_s__indistinctus.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes;_s__onderdonkii,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Rikenellaceae;_g__Alistipes;_s__putredinis,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__S24-7;_g__;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__S24-7;_g__;_s__.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__S24-7;_g__;_s__.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Barnesiellaceae_,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Barnesiellaceae_.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Barnesiellaceae_;_g__;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Barnesiellaceae_;_g__;_s__.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Barnesiellaceae_;_g__;_s__.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Butyricimonas;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Butyricimonas;_s__.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Butyricimonas;_s__.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Butyricimonas;_s__.3,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Butyricimonas;_s__.4,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Butyricimonas;_s__.5,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Odoribacteraceae_;_g__Odoribacter;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g__;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g__Paraprevotella;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g__Paraprevotella;_s__.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g__Paraprevotella;_s__.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g__Paraprevotella;_s__.3,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g___Prevotella_;_s__,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g___Prevotella_;_s__.1,kept
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f___Paraprevotellaceae_;_g___Prevotella_;_s__.2,kept
k__Bacteria;_p__Bacteroidetes;_c__Flavobacteriia;_o__Flavobacteriales,kept
k__Bacteria;_p__Cyanobacteria;_c__4C0d-2;_o__YS2;_f__;_g__;_s__,kept
k__Bacteria;_p__Cyanobacteria;_c__4C0d-2;_o__YS2;_f__;_g__;_s__.1,kept
k__Bacteria;_p__Cyanobacteria;_c__4C0d-2;_o__YS2;_f__;_g__;_s__.2,kept
k__Bacteria;_p__Elusimicrobia;_c__Elusimicrobia;_o__Elusimicrobiales;_f__Elusimicrobiaceae;_g__;_s__,kept
k__Bacteria;_p__Firmicutes,kept
k__Bacteria;_p__Firmicutes.1,kept
k__Bacteria;_p__Firmicutes.2,kept
k__Bacteria;_p__Firmicutes.3,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Bacillales;_f__Bacillaceae;_g__Bacillus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Bacillales;_f__Staphylococcaceae;_g__Staphylococcus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Gemellales;_f__Gemellaceae,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales.1,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Aerococcaceae;_g__Abiotrophia;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Enterococcaceae;_g__Enterococcus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus.1,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus.2,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__delbrueckii,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__helveticus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__mucosae,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__ruminis,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__salivarius,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Lactobacillus;_s__zeae,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Lactobacillaceae;_g__Pediococcus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Leuconostocaceae,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Leuconostocaceae;_g__Leuconostoc;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Leuconostocaceae;_g__Leuconostoc;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Leuconostocaceae;_g__Weissella,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Lactococcus;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Lactococcus;_s__garvieae,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus.1,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus;_s__.2,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus;_s__anginosus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus;_s__luteciae,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Lactobacillales;_f__Streptococcaceae;_g__Streptococcus;_s__sobrinus,kept
k__Bacteria;_p__Firmicutes;_c__Bacilli;_o__Turicibacterales;_f__Turicibacteraceae;_g__Turicibacter;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.10,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.11,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.12,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.13,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.14,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.15,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.16,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.17,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.18,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.19,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.2,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.20,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.21,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.22,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.23,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.24,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.25,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.26,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.27,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.28,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.29,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.3,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.30,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.31,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.32,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.33,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.34,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.35,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.36,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.37,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.38,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.39,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.4,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.40,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.41,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.42,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.43,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.44,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.45,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.46,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.47,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.48,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.49,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.5,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.50,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.51,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.52,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.53,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.54,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.55,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.56,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.57,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.58,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.59,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.6,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.60,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.7,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.8,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales.9,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.10,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.11,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.12,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.2,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.3,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.4,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.5,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.6,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.7,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.8,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__;_g__;_s__.9,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Christensenellaceae;_g__;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Christensenellaceae;_g__;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Christensenellaceae;_g__;_s__.2,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Christensenellaceae;_g__Christensenella;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Christensenellaceae;_g__Christensenella;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium.2,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium;_s__celatum,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium;_s__neonatale,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Clostridium;_s__perfringens,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__SMB53;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Clostridiaceae;_g__Sarcina;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Dehalobacteriaceae;_g__Dehalobacterium;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Eubacteriaceae;_g__Anaerofustis;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Eubacteriaceae;_g__Pseudoramibacter_Eubacterium;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Eubacteriaceae;_g__Pseudoramibacter_Eubacterium;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.10,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.11,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.12,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.13,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.14,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.15,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.16,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.17,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.18,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.19,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.2,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.20,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.21,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.22,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.23,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.24,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.25,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.26,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.27,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.28,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.29,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.3,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.30,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.31,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.32,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.33,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.34,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.35,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.36,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.37,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.38,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.39,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.4,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.40,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.41,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.42,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.43,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.44,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.45,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.46,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.47,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.5,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.6,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.7,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.8,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae.9,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Anaerostipes;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Anaerostipes;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Anaerostipes;_s__.2,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Blautia,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Blautia.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Blautia;_s__,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Blautia;_s__.1,kept
k__Bacteria;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Blautia;_s__.2,kept
