microbe,status,taxonomy_level,nonzero_fraction,mean_nonzero_abund,std_abund,prevalence_datasets,cv_across_datasets,mean_MI_with_target
k__Bacteria.311,dropped,unknown,0.0005578281889178133,225.33333333333334,5.649962905389911,0.03333333333333333,5.47722557505166,0.017660505218011723
k__Bacteria.312,dropped,unknown,0.0005578281889178133,61.666666666666664,1.6949111611425356,0.03333333333333333,5.47722557505166,0.016123765822970735
k__Bacteria.313,dropped,unknown,0.0013015991074748978,489.2857142857143,21.079089691843254,0.03333333333333333,5.477225575051661,0.01650157472116065
k__Bacteria.314,dropped,unknown,0.0005578281889178133,71.33333333333333,1.8350970776772086,0.03333333333333333,5.47722557505166,0.016531018999326238
k__Bacteria.315,dropped,unknown,0.0005578281889178133,78.0,1.9220352624016923,0.03333333333333333,5.47722557505166,0.019045292193692404
k__Bacteria.316,dropped,unknown,0.0014875418371141688,30.125,1.504824567777903,0.03333333333333333,5.477225575051661,0.011956977979213534
k__Bacteria.317,dropped,unknown,0.0005578281889178133,31.0,0.8281130401342245,0.03333333333333333,5.47722557505166,0.011807050956071456
k__Bacteria.318,dropped,unknown,0.012644105615470434,779.8970588235294,169.52967970524807,0.03333333333333333,5.477225575051661,0.012757578504008249
k__Bacteria.319,dropped,unknown,0.0005578281889178133,211.66666666666666,5.037003177708446,0.03333333333333333,5.47722557505166,0.018208893008679398
k__Bacteria.32,kept,unknown,0.029193008553365565,35.0828025477707,10.808138413861794,0.1,4.553520776060343,0.011791762408156345
k__Bacteria.320,dropped,unknown,0.0024172554853105245,505.38461538461536,32.28721360378914,0.03333333333333333,5.477225575051661,0.009133038247546217
k__Bacteria.321,dropped,unknown,0.0009297136481963555,104.8,3.692045054921527,0.03333333333333333,5.47722557505166,0.013476790342304682
k__Bacteria.322,dropped,unknown,0.0005578281889178133,54.666666666666664,1.7255962781662044,0.03333333333333333,5.47722557505166,0.015617748088375513
k__Bacteria.323,dropped,unknown,0.0007437709185570844,131.25,3.7265602328278584,0.03333333333333333,5.477225575051661,0.01249745410519317
k__Bacteria.324,dropped,unknown,0.003718854592785422,430.5,37.88774781917983,0.03333333333333333,5.47722557505166,0.010377166790489775
k__Bacteria.325,dropped,unknown,0.0005578281889178133,44.666666666666664,1.1990527856317976,0.03333333333333333,5.47722557505166,0.018673749429861584
k__Bacteria.326,dropped,unknown,0.0005578281889178133,56.666666666666664,1.3539235001181227,0.03333333333333333,5.47722557505166,0.015164750792152841
k__Bacteria.327,dropped,unknown,0.00167348456675344,208.55555555555554,9.288586085247802,0.03333333333333333,5.477225575051661,0.015588263995945964
k__Bacteria.328,dropped,unknown,0.0005578281889178133,143.33333333333334,3.820201658085794,0.03333333333333333,5.47722557505166,0.019914465470590385
k__Bacteria.329,dropped,unknown,0.0011156563778356265,345.3333333333333,15.880058351141841,0.03333333333333333,5.47722557505166,0.007188981508492128
k__Bacteria.33,kept,unknown,0.003532911863146151,17.63157894736842,1.7480365763520236,0.1,4.210312318780205,0.009872739712518733
k__Bacteria.330,dropped,unknown,0.0011156563778356265,302.8333333333333,10.839086381616621,0.03333333333333333,5.47722557505166,0.02534520256588128
k__Bacteria.331,dropped,unknown,0.0007437709185570844,59.0,2.071963798990632,0.03333333333333333,5.477225575051661,0.009426909776631269
k__Bacteria.332,dropped,unknown,0.0005578281889178133,68.33333333333333,1.7196685044132853,0.03333333333333333,5.47722557505166,0.016106582939370603
k__Bacteria.333,dropped,unknown,0.0007437709185570844,348.25,11.179551290093713,0.03333333333333333,5.477225575051661,0.008938542236166776
k__Bacteria.334,dropped,unknown,0.001859427296392711,181.1,8.414666559168632,0.03333333333333333,5.47722557505166,0.025123143218208372
k__Bacteria.335,dropped,unknown,0.0007437709185570844,43.25,1.2209377670735353,0.03333333333333333,5.477225575051661,0.012883867117186986
k__Bacteria.336,dropped,unknown,0.0009297136481963555,159.0,5.067619376210333,0.03333333333333333,5.47722557505166,0.022523974989726425
k__Bacteria.337,dropped,unknown,0.0007437709185570844,4.75,0.14492395360771618,0.03333333333333333,5.477225575051661,0.013340421634031789
k__Bacteria.338,dropped,unknown,0.0011156563778356265,136.5,4.837248476447985,0.03333333333333333,5.47722557505166,0.013321985850000766
k__Bacteria.339,dropped,unknown,0.0005578281889178133,112.66666666666667,3.4225335288019734,0.03333333333333333,5.47722557505166,0.021029759857571405
k__Bacteria.34,kept,unknown,0.002045370026031982,98.0909090909091,7.713974115966467,0.1,3.6481708470008627,0.014470575663439315
k__Bacteria.340,dropped,unknown,0.0005578281889178133,53.666666666666664,1.4318684936198594,0.03333333333333333,5.47722557505166,0.025309507379234757
k__Bacteria.341,dropped,unknown,0.0013015991074748978,89.0,3.448411758368133,0.03333333333333333,5.477225575051661,0.011776072516825256
k__Bacteria.342,dropped,unknown,0.0011156563778356265,440.0,17.391872462124255,0.03333333333333333,5.47722557505166,0.014134799758820104
k__Bacteria.343,dropped,unknown,0.0009297136481963555,4.2,0.14491440866589578,0.03333333333333333,5.47722557505166,0.0207878895750835
k__Bacteria.344,dropped,unknown,0.015991074748977315,1861.3255813953488,509.9878092201116,0.03333333333333333,5.477225575051661,0.021634971142939077
k__Bacteria.345,dropped,unknown,0.0009297136481963555,145.2,5.154196530280972,0.03333333333333333,5.47722557505166,0.014575586763205228
k__Bacteria.346,dropped,unknown,0.0013015991074748978,194.0,10.081360405215696,0.03333333333333333,5.477225575051661,0.031017444117003343
k__Bacteria.347,dropped,unknown,0.0007437709185570844,51.75,1.8928441414032813,0.03333333333333333,5.477225575051661,0.012219078391309297
k__Bacteria.348,dropped,unknown,0.0005578281889178133,158.66666666666666,4.473006465484048,0.03333333333333333,5.47722557505166,0.013877138770246078
k__Bacteria.349,dropped,unknown,0.0007437709185570844,424.0,11.973928278035883,0.03333333333333333,5.477225575051661,0.020523399272588158
k__Bacteria.35,kept,unknown,0.05280773521755299,82.20774647887323,41.3048760079623,0.1,4.649913735498022,0.011797814802142844
k__Bacteria.350,dropped,unknown,0.004834510970621049,84.53846153846153,7.264083532478193,0.03333333333333333,5.477225575051661,0.016242652379840898
k__Bacteria.351,dropped,unknown,0.0011156563778356265,5.0,0.20034963466393685,0.03333333333333333,5.47722557505166,0.015962553927902565
k__Bacteria.352,dropped,unknown,0.0005578281889178133,47.333333333333336,1.1217705202128085,0.03333333333333333,5.47722557505166,0.021222463956192518
k__Bacteria.353,dropped,unknown,0.0009297136481963555,3.8,0.12115990988431996,0.03333333333333333,5.47722557505166,0.01646839671942076
k__Bacteria.354,dropped,unknown,0.0009297136481963555,14.0,0.5670725703978239,0.03333333333333333,5.47722557505166,0.00743064236505618
k__Bacteria.355,dropped,unknown,0.01004090740052064,425.55555555555554,51.403890123563706,0.03333333333333333,5.477225575051661,0.007953590249367933
k__Bacteria.356,dropped,unknown,0.001859427296392711,212.2,10.174328730751936,0.03333333333333333,5.47722557505166,0.014677104960167735
k__Bacteria.357,dropped,unknown,0.0009297136481963555,410.0,14.491585777171503,0.03333333333333333,5.47722557505166,0.011205468798587097
k__Bacteria.358,dropped,unknown,0.0005578281889178133,82.33333333333333,2.0896610364279726,0.03333333333333333,5.47722557505166,0.015647136760216746
k__Bacteria.359,dropped,unknown,0.0009297136481963555,356.4,12.07639139032641,0.03333333333333333,5.47722557505166,0.012613378178453493
k__Bacteria.36,kept,unknown,0.0027891409445890665,90.8,8.934942137973483,0.1,3.6739104973288397,0.006862990278483716
k__Bacteria.360,dropped,unknown,0.0013015991074748978,365.57142857142856,15.266459530737897,0.03333333333333333,5.477225575051661,0.006091263514651072
k__Bacteria.361,dropped,unknown,0.00167348456675344,564.6666666666666,30.138739718957883,0.03333333333333333,5.477225575051661,0.024650416550174283
k__Bacteria.362,dropped,unknown,0.0011156563778356265,249.66666666666666,11.869013765931953,0.03333333333333333,5.47722557505166,0.019267103402198466
k__Bacteria.363,dropped,unknown,0.0007437709185570844,67.25,2.706096444841158,0.03333333333333333,5.477225575051661,0.012677143839109525
k__Bacteria.364,dropped,unknown,0.00669393826701376,707.6388888888889,70.36300665919576,0.03333333333333333,5.477225575051661,0.018960313415244543
k__Bacteria.365,dropped,unknown,0.0007437709185570844,41.5,1.2868974012554448,0.03333333333333333,5.477225575051661,0.017451544881209865
k__Bacteria.366,dropped,unknown,0.0005578281889178133,70.0,1.7985694688294604,0.03333333333333333,5.47722557505166,0.02134147140772442
k__Bacteria.367,dropped,unknown,0.0011156563778356265,240.66666666666666,8.635191933510479,0.03333333333333333,5.47722557505166,0.005892691110201654
k__Bacteria.368,dropped,unknown,0.0009297136481963555,69.0,2.17004768794107,0.03333333333333333,5.47722557505166,0.012083265893497057
k__Bacteria.369,dropped,unknown,0.0013015991074748978,233.0,10.272178067697602,0.03333333333333333,5.477225575051661,0.013483223879712887
k__Bacteria.37,kept,unknown,0.019709929341762737,19.141509433962263,4.647305965105246,0.1,4.147636343498124,0.013135468464553364
k__Bacteria.370,dropped,unknown,0.0024172554853105245,196.23076923076923,11.38213902918932,0.03333333333333333,5.477225575051661,0.0077594536611121845
k__Bacteria.371,dropped,unknown,0.0029750836742283376,447.625,29.77456744777079,0.03333333333333333,5.477225575051661,0.013540783160807786
k__Bacteria.372,dropped,unknown,0.0005578281889178133,34.666666666666664,0.9930003156216338,0.03333333333333333,5.47722557505166,0.017566351355764107
k__Bacteria.373,dropped,unknown,0.0007437709185570844,134.0,3.985387560029141,0.03333333333333333,5.477225575051661,0.013162401281321215
k__Bacteria.374,dropped,unknown,0.0007437709185570844,172.0,5.6210036968409725,0.03333333333333333,5.477225575051661,0.018365441897028104
k__Bacteria.375,dropped,unknown,0.0013015991074748978,82.42857142857143,3.2428543861872288,0.03333333333333333,5.477225575051661,0.01069386546331014
k__Bacteria.376,dropped,unknown,0.0027891409445890665,327.53333333333336,21.122836517097845,0.03333333333333333,5.47722557505166,0.025951324456173784
k__Bacteria.377,dropped,unknown,0.0005578281889178133,311.3333333333333,7.417512311197493,0.03333333333333333,5.47722557505166,0.012181655935469552
k__Bacteria.378,dropped,unknown,0.002045370026031982,153.45454545454547,11.048359261240455,0.03333333333333333,5.477225575051662,0.013130316401862914
k__Bacteria.379,dropped,unknown,0.0007437709185570844,380.25,10.436884283878403,0.03333333333333333,5.477225575051661,0.014259917240110168
k__Bacteria.38,kept,unknown,0.019338043882484196,12.086538461538462,2.8020423944078368,0.1,3.859219195975589,0.00872245987218454
k__Bacteria.380,dropped,unknown,0.0013015991074748978,264.7142857142857,9.919487542125696,0.03333333333333333,5.477225575051661,0.016468262689586715
k__Bacteria.381,dropped,unknown,0.0014875418371141688,252.875,12.645919907546949,0.03333333333333333,5.477225575051661,0.009292006989566432
k__Bacteria.382,dropped,unknown,0.0011156563778356265,11.166666666666666,0.39387284725416233,0.03333333333333333,5.47722557505166,0.008399215880734978
k__Bacteria.383,dropped,unknown,0.0007437709185570844,422.25,13.673322440548471,0.03333333333333333,5.477225575051661,0.007754438489540079
k__Bacteria.384,dropped,unknown,0.0014875418371141688,81.25,5.5133941627401954,0.03333333333333333,5.477225575051661,0.019017816048067033
k__Bacteria.385,dropped,unknown,0.0014875418371141688,200.25,8.306375294259444,0.03333333333333333,5.477225575051661,0.016774771515240518
k__Bacteria.386,dropped,unknown,0.0005578281889178133,192.33333333333334,4.643214111305091,0.03333333333333333,5.47722557505166,0.005485926828149293
k__Bacteria.387,dropped,unknown,0.003532911863146151,833.9473684210526,58.29743189325068,0.03333333333333333,5.477225575051661,0.02266945894037214
k__Bacteria.388,dropped,unknown,0.0007437709185570844,4.25,0.1328828453064601,0.03333333333333333,5.477225575051661,0.025804154596255978
k__Bacteria.389,dropped,unknown,0.002045370026031982,230.0909090909091,12.709013977840785,0.03333333333333333,5.477225575051662,0.015092430498127474
k__Bacteria.39,kept,unknown,0.01357381926366679,25.054794520547944,8.30353334066811,0.1,3.6549065517879487,0.013642748618379153
k__Bacteria.390,dropped,unknown,0.008925251022685012,631.75,68.42906253780048,0.03333333333333333,5.47722557505166,0.009417626372343632
k__Bacteria.391,dropped,unknown,0.0009297136481963555,222.8,7.07983704491386,0.03333333333333333,5.47722557505166,0.009941634662646208
k__Bacteria.392,dropped,unknown,0.0013015991074748978,39.0,3.2139371809000195,0.03333333333333333,5.477225575051661,0.013336859080351227
k__Bacteria.393,dropped,unknown,0.0009297136481963555,415.6,12.73638737102041,0.03333333333333333,5.47722557505166,0.009790947515192154
k__Bacteria.394,dropped,unknown,0.0005578281889178133,49.333333333333336,1.3716168998402818,0.03333333333333333,5.47722557505166,0.009627253426718989
k__Bacteria.395,dropped,unknown,0.0005578281889178133,94.66666666666667,2.4768597123056177,0.03333333333333333,5.47722557505166,0.020363090922761975
k__Bacteria.396,dropped,unknown,0.0007437709185570844,246.5,6.9581659582340825,0.03333333333333333,5.477225575051661,0.0214053993536089
k__Bacteria.397,dropped,unknown,0.006507995537374489,467.77142857142854,51.45643619255843,0.03333333333333333,5.477225575051661,0.008377627427256628
k__Bacteria.398,dropped,unknown,0.0005578281889178133,172.33333333333334,4.2165507992097995,0.03333333333333333,5.47722557505166,0.01695114126645299
k__Bacteria.399,dropped,unknown,0.0011156563778356265,297.0,10.483668094140091,0.03333333333333333,5.47722557505166,0.005336620362029272
k__Bacteria.4,kept,unknown,0.013015991074748977,16.542857142857144,4.0078186904212085,0.16666666666666666,2.839572023884572,0.03423685141103561
k__Bacteria.40,kept,unknown,0.04165117143919673,56.111607142857146,24.466712353575,0.1,4.3822513844292414,0.011503903584063495
k__Bacteria.400,dropped,unknown,0.0007437709185570844,127.25,3.944350330509013,0.03333333333333333,5.477225575051661,0.021412343519028276
k__Bacteria.401,dropped,unknown,0.002045370026031982,227.36363636363637,10.67596279130481,0.03333333333333333,5.477225575051662,0.012765969500218629
k__Bacteria.402,dropped,unknown,0.0007437709185570844,180.25,5.32639933854101,0.03333333333333333,5.477225575051661,0.017139004006624617
k__Bacteria.403,dropped,unknown,0.0007437709185570844,48.25,1.698168987314892,0.03333333333333333,5.477225575051661,0.013756035656375998
k__Bacteria.404,dropped,unknown,0.0005578281889178133,157.33333333333334,5.182920961407059,0.03333333333333333,5.47722557505166,0.01426708583755396
k__Bacteria.405,dropped,unknown,0.0007437709185570844,305.5,9.408628302503434,0.03333333333333333,5.477225575051661,0.013977156917817557
k__Bacteria.406,dropped,unknown,0.00167348456675344,161.11111111111111,10.71164180298611,0.03333333333333333,5.477225575051661,0.013143020547440801
k__Bacteria.407,dropped,unknown,0.0011156563778356265,47.666666666666664,2.086059480530554,0.03333333333333333,5.47722557505166,0.017165957321991214
k__Bacteria.408,dropped,unknown,0.0007437709185570844,174.75,4.8687850174639555,0.03333333333333333,5.477225575051661,0.013207268696685419
k__Bacteria.409,dropped,unknown,0.0005578281889178133,266.0,9.277063119135324,0.03333333333333333,5.47722557505166,0.015823819440157285
k__Bacteria.41,kept,unknown,0.029564894012644106,44.880503144654085,21.43793708316107,0.1,4.627148827731589,0.009048696839750122
k__Bacteria.410,dropped,unknown,0.0014875418371141688,319.625,14.461618702559223,0.03333333333333333,5.477225575051661,0.012500683751375
k__Bacteria.411,dropped,unknown,0.0005578281889178133,80.0,2.004611092248253,0.03333333333333333,5.47722557505166,0.015570585838460804
k__Bacteria.412,dropped,unknown,0.0013015991074748978,200.0,8.45420610933801,0.03333333333333333,5.477225575051661,0.02061463587484648
k__Bacteria.413,dropped,unknown,0.0007437709185570844,190.5,5.61875418902882,0.03333333333333333,5.477225575051661,0.015992799044816652
k__Bacteria.414,dropped,unknown,0.0005578281889178133,281.6666666666667,7.936237343086022,0.03333333333333333,5.47722557505166,0.016151301881983778
k__Bacteria.415,dropped,unknown,0.0014875418371141688,307.625,13.239744621143311,0.03333333333333333,5.477225575051661,0.019043334429865152
k__Bacteria.416,dropped,unknown,0.002045370026031982,7.636363636363637,0.4365417693682204,0.03333333333333333,5.477225575051662,0.020535611495862218
k__Bacteria.417,dropped,unknown,0.0007437709185570844,173.75,5.580312656645753,0.03333333333333333,5.477225575051661,0.01983749810626371
k__Bacteria.418,dropped,unknown,0.0011156563778356265,189.83333333333334,6.79843121791658,0.03333333333333333,5.47722557505166,0.007055651809066362
k__Bacteria.419,dropped,unknown,0.0007437709185570844,181.0,6.21929740985459,0.03333333333333333,5.477225575051661,0.015971180591484058
k__Bacteria.42,kept,unknown,0.0027891409445890665,8.0,0.503534545244184,0.1,3.9434063033315216,0.023318580553551967
k__Bacteria.420,dropped,unknown,0.002045370026031982,378.09090909090907,19.057330068478844,0.03333333333333333,5.477225575051662,0.018209664630384124
k__Bacteria.421,dropped,unknown,0.0007437709185570844,3.5,0.11075976078633394,0.03333333333333333,5.477225575051661,0.012016241287406216
k__Bacteria.422,dropped,unknown,0.0005578281889178133,115.66666666666667,3.013472038893388,0.03333333333333333,5.47722557505166,0.01772036235186413
k__Bacteria.423,dropped,unknown,0.002231312755671253,523.0833333333334,27.372782891765276,0.03333333333333333,5.47722557505166,0.013903533000708937
k__Bacteria.424,dropped,unknown,0.0009297136481963555,335.0,11.511388014189833,0.03333333333333333,5.47722557505166,0.009164467950928156
k__Bacteria.425,dropped,unknown,0.00167348456675344,403.8888888888889,18.5863525419558,0.03333333333333333,5.477225575051661,0.02211020031394025
k__Bacteria.426,dropped,unknown,0.0024172554853105245,249.69230769230768,19.22751621635295,0.03333333333333333,5.477225575051661,0.009080572448050458
k__Bacteria.427,dropped,unknown,0.0007437709185570844,344.75,10.424105157022078,0.03333333333333333,5.477225575051661,0.011071401185478972
k__Bacteria.428,dropped,unknown,0.0007437709185570844,145.0,6.266201969614468,0.03333333333333333,5.477225575051661,0.013768763228389743
k__Bacteria.429,dropped,unknown,0.0007437709185570844,334.5,9.458592129013248,0.03333333333333333,5.477225575051661,0.004219049222955558
k__Bacteria.43,kept,unknown,0.00669393826701376,215.5,29.47944864025741,0.1,4.4001764859278865,0.01037738699770924
k__Bacteria.430,dropped,unknown,0.001859427296392711,9.7,0.4835494394743918,0.03333333333333333,5.47722557505166,0.020605514977168855
k__Bacteria.431,dropped,unknown,0.0007437709185570844,17.25,0.5113760216283204,0.03333333333333333,5.477225575051661,0.018613615696038387
k__Bacteria.432,dropped,unknown,0.005206396429899591,506.5,47.24586096583597,0.03333333333333333,5.477225575051661,0.012295568955211843
k__Bacteria.433,dropped,unknown,0.0005578281889178133,130.66666666666666,3.2678865691832537,0.03333333333333333,5.47722557505166,0.010647148581269339
k__Bacteria.434,dropped,unknown,0.01338787653402752,734.0972222222222,120.55171193579659,0.03333333333333333,5.477225575051661,0.019471032059907
k__Bacteria.435,dropped,unknown,0.0005578281889178133,99.33333333333333,3.7734694269407756,0.03333333333333333,5.47722557505166,0.022411997583320863
k__Bacteria.436,dropped,unknown,0.0007437709185570844,108.5,3.1620711253231466,0.03333333333333333,5.477225575051661,0.013520650939277774
k__Bacteria.437,dropped,unknown,0.0005578281889178133,139.33333333333334,3.558002903986604,0.03333333333333333,5.47722557505166,0.011719911971990626
k__Bacteria.438,dropped,unknown,0.0007437709185570844,63.5,1.7377860236159002,0.03333333333333333,5.477225575051661,0.007024505976886582
k__Bacteria.439,dropped,unknown,0.010412792859799182,540.1071428571429,62.92347075656468,0.03333333333333333,5.477225575051661,0.02106974773159401
k__Bacteria.44,kept,unknown,0.0031610264038676086,136.2941176470588,11.050013683220005,0.1,3.3639098125221767,0.008995696226857445
k__Bacteria.440,dropped,unknown,0.0007437709185570844,170.25,4.6591615463116245,0.03333333333333333,5.477225575051661,0.016632329479009743
k__Bacteria.441,dropped,unknown,0.0005578281889178133,380.6666666666667,10.656290965296256,0.03333333333333333,5.47722557505166,0.0166483623694102
k__Bacteria.442,dropped,unknown,0.0014875418371141688,224.125,9.720582265672222,0.03333333333333333,5.477225575051661,0.012802737623669739
k__Bacteria.443,dropped,unknown,0.005206396429899591,139.96428571428572,13.621365597918345,0.03333333333333333,5.477225575051661,0.013192641435898622
k__Bacteria.444,dropped,unknown,0.0024172554853105245,393.38461538461536,22.94546031905651,0.03333333333333333,5.477225575051661,0.014668177299775483
k__Bacteria.445,dropped,unknown,0.0014875418371141688,228.0,10.993931856283854,0.03333333333333333,5.477225575051661,0.011382128304042904
k__Bacteria.446,dropped,unknown,0.0005578281889178133,359.3333333333333,8.549627780920929,0.03333333333333333,5.47722557505166,0.026786265724063507
k__Bacteria.447,dropped,unknown,0.00167348456675344,129.0,7.312117114940635,0.03333333333333333,5.477225575051661,0.017167782634272138
k__Bacteria.448,dropped,unknown,0.0009297136481963555,6.0,0.2329683491986573,0.03333333333333333,5.47722557505166,0.009369023632708365
k__Bacteria.449,dropped,unknown,0.0005578281889178133,626.6666666666666,16.507102545451186,0.03333333333333333,5.47722557505166,0.017678666673031418
k__Bacteria.45,kept,unknown,0.0046485682409817776,26.56,2.542552807792114,0.1,3.1197871804630948,0.005553430767920283
k__Bacteria.450,dropped,unknown,0.0005578281889178133,94.33333333333333,2.614181010014406,0.03333333333333333,5.47722557505166,0.01321376008940256
k__Bacteria.451,dropped,unknown,0.005578281889178133,1304.2,248.41232839916879,0.03333333333333333,5.47722557505166,0.015049842585476836
k__Bacteria.452,dropped,unknown,0.0007437709185570844,58.0,1.7666549486926861,0.03333333333333333,5.477225575051661,0.016398380702265365
k__Bacteria.453,dropped,unknown,0.0013015991074748978,331.0,14.866755343741927,0.03333333333333333,5.477225575051661,0.01439847450676192
k__Bacteria.454,dropped,unknown,0.0005578281889178133,387.6666666666667,10.24998582151652,0.03333333333333333,5.47722557505166,0.017313540362268922
k__Bacteria.455,dropped,unknown,0.0005578281889178133,194.0,5.630409357099961,0.03333333333333333,5.47722557505166,0.014761114762749935
k__Bacteria.456,dropped,unknown,0.0007437709185570844,523.0,16.025042172476745,0.03333333333333333,5.477225575051661,0.015477210017498532
k__Bacteria.457,dropped,unknown,0.004462625511342506,377.0833333333333,33.051598868436564,0.03333333333333333,5.47722557505166,0.0160426305395579
k__Bacteria.458,dropped,unknown,0.0007437709185570844,382.0,20.50958517930701,0.03333333333333333,5.477225575051661,0.0196777679440488
k__Bacteria.459,dropped,unknown,0.01190033469691335,679.140625,94.83137039594034,0.03333333333333333,5.477225575051661,0.01611478505585761
k__Bacteria.46,kept,unknown,0.0046485682409817776,160.0,21.07930647110845,0.1,3.3862492996637736,0.01413908384656361
k__Bacteria.460,dropped,unknown,0.00669393826701376,306.75,30.85235643117097,0.03333333333333333,5.477225575051661,0.014600603589771385
k__Bacteria.461,dropped,unknown,0.001859427296392711,325.9,17.7158364864692,0.03333333333333333,5.47722557505166,0.011829130612730958
k__Bacteria.462,dropped,unknown,0.00167348456675344,362.3333333333333,17.287037645119756,0.03333333333333333,5.477225575051661,0.01831440062187376
k__Bacteria.463,dropped,unknown,0.0005578281889178133,3.6666666666666665,0.11326186527870409,0.03333333333333333,5.47722557505166,0.009715852006046789
k__Bacteria.464,dropped,unknown,0.0009297136481963555,212.2,7.447662283671387,0.03333333333333333,5.47722557505166,0.01588805245741389
k__Bacteria.465,dropped,unknown,0.0005578281889178133,59.666666666666664,1.7858703066791137,0.03333333333333333,5.47722557505166,0.012776439326081693
k__Bacteria.466,dropped,unknown,0.0005578281889178133,249.33333333333334,7.066700000229828,0.03333333333333333,5.47722557505166,0.010801545343526694
k__Bacteria.467,dropped,unknown,0.005206396429899591,310.85714285714283,29.38112208199678,0.03333333333333333,5.477225575051661,0.015569842392992512
k__Bacteria.468,dropped,unknown,0.003718854592785422,431.3,27.42893974316613,0.03333333333333333,5.47722557505166,0.01335471391896086
k__Bacteria.469,dropped,unknown,0.0061361100780959466,437.7878787878788,43.72080297892245,0.03333333333333333,5.47722557505166,0.01677505889898571
k__Bacteria.47,kept,unknown,0.015247303830420231,27.5609756097561,4.21573429467668,0.1,3.5911815399256053,0.006515618368276418
k__Bacteria.470,dropped,unknown,0.0005578281889178133,253.33333333333334,6.734788333982351,0.03333333333333333,5.47722557505166,0.00990538972764068
k__Bacteria.471,dropped,unknown,0.0005578281889178133,104.33333333333333,2.856260913230543,0.03333333333333333,5.47722557505166,0.007878254722489248
k__Bacteria.472,dropped,unknown,0.00167348456675344,270.0,19.569136234053634,0.03333333333333333,5.477225575051661,0.02221858455974647
k__Bacteria.473,dropped,unknown,0.0007437709185570844,375.5,10.793895743363903,0.03333333333333333,5.477225575051661,0.014336468939479692
k__Bacteria.474,dropped,unknown,0.001859427296392711,289.2,16.941501586528073,0.03333333333333333,5.47722557505166,0.02164373177827393
k__Bacteria.475,dropped,unknown,0.0007437709185570844,2.75,0.0806537138654903,0.03333333333333333,5.477225575051661,0.02311357720792606
k__Bacteria.476,dropped,unknown,0.001859427296392711,231.4,10.3301313940576,0.03333333333333333,5.47722557505166,0.012077998304350383
k__Bacteria.477,dropped,unknown,0.0005578281889178133,404.0,12.473985282311054,0.03333333333333333,5.47722557505166,0.01625969660965032
k__Bacteria.478,dropped,unknown,0.0005578281889178133,23.0,0.5556470754278315,0.03333333333333333,5.47722557505166,0.013893445408242755
k__Bacteria.479,dropped,unknown,0.002231312755671253,373.8333333333333,19.224097862822678,0.03333333333333333,5.47722557505166,0.021987361172727777
k__Bacteria.48,kept,unknown,0.004834510970621049,16.5,1.7532763195581968,0.1,3.249806801425804,0.010859243056974425
k__Bacteria.480,dropped,unknown,0.0011156563778356265,201.33333333333334,8.75112745964048,0.03333333333333333,5.47722557505166,0.01681989973386165
k__Bacteria.481,dropped,unknown,0.00167348456675344,377.6666666666667,21.05878293968747,0.03333333333333333,5.477225575051661,0.014950679816356678
k__Bacteria.482,dropped,unknown,0.0005578281889178133,465.3333333333333,11.288823505644963,0.03333333333333333,5.47722557505166,0.02449681529965358
k__Bacteria.483,dropped,unknown,0.0009297136481963555,405.6,14.740828752392128,0.03333333333333333,5.47722557505166,0.020261722161585498
k__Bacteria.484,dropped,unknown,0.003904797322424693,361.0,30.666153617562355,0.03333333333333333,5.47722557505166,0.014993689475645396
k__Bacteria.485,dropped,unknown,0.0046485682409817776,75.56,6.290404036081101,0.03333333333333333,5.477225575051661,0.019693255227220176
k__Bacteria.486,dropped,unknown,0.0009297136481963555,369.6,12.674748290711255,0.03333333333333333,5.47722557505166,0.012171031148303682
k__Bacteria.487,dropped,unknown,0.001859427296392711,354.4,17.789945458678016,0.03333333333333333,5.47722557505166,0.011826450726318138
k__Bacteria.488,dropped,unknown,0.0013015991074748978,290.0,11.211243232562653,0.03333333333333333,5.477225575051661,0.02004683450782758
k__Bacteria.489,dropped,unknown,0.0005578281889178133,53.666666666666664,1.6225684331783519,0.03333333333333333,5.47722557505166,0.015289881547982298
k__Bacteria.49,kept,unknown,0.009483079211602826,68.74509803921569,11.047519261972594,0.1,4.709887294238381,0.009773225103693843
k__Bacteria.490,dropped,unknown,0.0005578281889178133,175.66666666666666,4.247183059530661,0.03333333333333333,5.47722557505166,0.01115950606185804
k__Bacteria.491,dropped,unknown,0.0007437709185570844,339.0,10.573793758728447,0.03333333333333333,5.477225575051661,0.008568987226457225
k__Bacteria.492,dropped,unknown,0.0029750836742283376,840.25,70.49429943280951,0.03333333333333333,5.477225575051661,0.008956627144632086
k__Bacteria.493,dropped,unknown,0.003904797322424693,540.0,36.764430070583224,0.03333333333333333,5.47722557505166,0.021150083526014433
k__Bacteria.494,dropped,unknown,0.0005578281889178133,41.333333333333336,1.610543934755628,0.03333333333333333,5.47722557505166,0.0122917515220296
k__Bacteria.495,dropped,unknown,0.0009297136481963555,491.2,17.401623940918064,0.03333333333333333,5.47722557505166,0.023527789899800044
k__Bacteria.496,dropped,unknown,0.0014875418371141688,416.25,19.51903597569217,0.03333333333333333,5.477225575051661,0.02035463069011846
k__Bacteria.497,dropped,unknown,0.00167348456675344,449.8888888888889,21.221839770149902,0.03333333333333333,5.477225575051661,0.012238999576203098
