microbe,status,taxonomy_level,nonzero_fraction,mean_nonzero_abund,std_abund,prevalence_datasets,cv_across_datasets,mean_MI_with_target
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinobacteria_unclassified;f__Actinobacteria_unclassified;g__GGB39918,dropped,genus,0.008904719501335707,0.0058755000000000005,0.001082174091208904,0.3333333333333333,1.7774583587889565,0.0182988212830956
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinobacteria_unclassified;f__Actinobacteria_unclassified;g__GGB39918;s__GGB39918_SGB47522,dropped,species,0.008904719501335707,0.0058755000000000005,0.001082174091208904,0.3333333333333333,1.7774583587889565,0.023699852391114013
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,kept,order,0.2889581478183437,0.052489549697996914,0.06244891326141047,0.3333333333333333,1.4627326323139513,0.02753143477782983
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,kept,family,0.2889581478183437,0.0524895497596302,0.06244891328305839,0.3333333333333333,1.4627326323139513,0.015086553074081173
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum,dropped,genus,0.04674977738201247,0.002092285714285714,0.0010194446206700885,0.3333333333333333,1.7866585681946565,0.021160492383360166
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_massiliense,dropped,species,0.0004452359750667854,0.00685,0.00014453921627043378,0.05555555555555555,4.242640687119286,0.014988000134224255
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp_oral_taxon_183,dropped,species,0.04630454140694568,0.0020465384615384616,0.001009432534787001,0.3333333333333333,1.7888332457303053,0.012732176864101474
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,kept,genus,0.2769367764915405,0.044733858520900324,0.05153062737871196,0.3333333333333333,1.4674844072093884,0.014682803052506473
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB15893,dropped,species,0.004452359750667854,0.000932,9.568351165669767e-05,0.1111111111111111,3.0730907311208693,0.0021706572981957857
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB17154,kept,species,0.09038290293855744,0.011578177339901477,0.006700614654563,0.3333333333333333,1.562853791815257,0.0353988707134649
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB17168,kept,species,0.12021371326803205,0.012638185185185186,0.010091286244108637,0.3333333333333333,1.572737287828861,0.033562838041021226
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_bouchesdurhonensis,kept,species,0.07969723953695458,0.029148100558659216,0.017193988258613114,0.3333333333333333,1.5018718153825288,0.012128862625396742
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_dentalis,dropped,species,0.04853072128227961,0.0027250458715596336,0.001054898203929927,0.3333333333333333,2.1142940497925977,0.023893399608013184
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_gerencseriae,dropped,species,0.013357079252003561,0.0009276666666666668,0.00019054985584124253,0.2777777777777778,2.1069325126385423,0.025064137573819163
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii,dropped,species,0.11798753339269813,0.008797094339622641,0.009206378694050285,0.3333333333333333,1.6450485427140278,0.016636905778292438
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_israelii,dropped,species,0.015583259127337488,0.0009762857142857145,0.00017235852132756104,0.2777777777777778,2.4013626884933643,0.02259549638375001
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_johnsonii,dropped,species,0.01914514692787177,0.001971860465116279,0.0005916772977421856,0.3333333333333333,2.2054975277549422,0.010310705050860769
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_massiliensis,dropped,species,0.028495102404274265,0.00157015625,0.00044282621396937315,0.3333333333333333,2.265920923367232,0.008827743132910237
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_naeslundii,dropped,species,0.06411398040961709,0.0030138888888888884,0.001437984411678989,0.3333333333333333,2.0246738121653407,0.03942287943180542
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oricola,dropped,species,0.0008904719501335708,0.000115,3.5111306954199604e-06,0.1111111111111111,2.9104956418014263,0.025337199919541073
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oris,dropped,species,0.12154942119323241,0.006644249084249084,0.00532482102809592,0.3333333333333333,1.8470641922650026,0.028283175080668427
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_radicidentis,dropped,species,0.008459483526268923,0.004631578947368421,0.001514782084279724,0.2777777777777778,2.1291930100557566,0.013274770594528692
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_ICM47,kept,species,0.188780053428317,0.017043962264150943,0.020114298149211198,0.3333333333333333,1.4990561520162082,0.027430671143049853
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_ICM58,kept,species,0.09884238646482636,0.013205000000000001,0.01076756547287539,0.3333333333333333,1.5265892292928578,0.012596924683600878
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_S6_Spd3,kept,species,0.15360641139804096,0.003098173913043478,0.002543581881888302,0.3333333333333333,1.4808851144443642,0.024884280132855603
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_oral_taxon_448,dropped,species,0.043187889581478185,0.0036628865979381445,0.001595101893109764,0.3333333333333333,1.7695235075713653,0.0505437205393947
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_oral_taxon_897,dropped,species,0.008014247551202136,0.0017333333333333335,0.00023718428974481214,0.2222222222222222,2.076028460387244,0.031960298463871634
