train_dataset,test_dataset,n_common_features,overlap_pct,auc,accuracy,precision,recall,f1
PRJNA389280_UC,PRJNA400072_UC,541,45.964316057774,0.5,0.42424242424242425,0.0,0.0,0.0
PRJNA389280_UC,PRJNA487636_UC,483,58.616504854368934,0.5,0.7272727272727273,0.0,0.0,0.0
PRJNA400072_UC,PRJNA389280_UC,541,45.964316057774,0.6888888888888889,0.2222222222222222,0.17647058823529413,1.0,0.3
PRJNA400072_UC,PRJNA487636_UC,720,61.06870229007634,0.8743489583333334,0.5454545454545454,0.3709677419354839,0.9583333333333334,0.5348837209302325
PRJNA487636_UC,PRJNA389280_UC,483,58.616504854368934,0.8222222222222222,0.7777777777777778,0.0,0.0,0.0
PRJNA487636_UC,PRJNA400072_UC,720,61.06870229007634,0.8267152255639098,0.5227272727272727,0.9333333333333333,0.18421052631578946,0.3076923076923077
