test_dataset,train_datasets,n_common_features,auc,accuracy,precision,recall,f1
PRJNA389280_UC,"PRJNA400072_UC,PRJNA487636_UC",481,0.8555555555555555,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333
PRJNA400072_UC,"PRJNA389280_UC,PRJNA487636_UC",481,0.8287124060150376,0.5378787878787878,1.0,0.19736842105263158,0.32967032967032966
PRJNA487636_UC,"PRJNA389280_UC,PRJNA400072_UC",481,0.8020833333333333,0.6477272727272727,0.4186046511627907,0.75,0.5373134328358209
