test_dataset,train_datasets,n_common_features,auc,accuracy,precision,recall,f1
CD_PRJEB1220_justControl,"PRJEB15371,PRJNA400072,PRJNA487636,SRP057027",580,,0.0,0.0,0.0,0.0
PRJEB15371,"CD_PRJEB1220_justControl,PRJNA400072,PRJNA487636,SRP057027",580,0.9716312056737588,0.8953488372093024,0.88,0.9361702127659575,0.9072164948453608
PRJNA400072,"CD_PRJEB1220_justControl,PRJEB15371,PRJNA487636,SRP057027",580,0.9433847402597403,0.7847222222222222,0.9384615384615385,0.6931818181818182,0.7973856209150327
PRJNA487636,"CD_PRJEB1220_justControl,PRJEB15371,PRJNA400072,SRP057027",580,0.8467881944444445,0.81,0.7073170731707317,0.8055555555555556,0.7532467532467533
SRP057027,"CD_PRJEB1220_justControl,PRJEB15371,PRJNA400072,PRJNA487636",580,0.8784744667097608,0.7517241379310344,0.9560439560439561,0.7310924369747899,0.8285714285714286
