test_dataset,train_datasets,n_common_features,auc,accuracy,precision,recall,f1
ERP111347 NOMIC_T1year,"PRJEB48451 JORVI_T1year,PRJNA273694 SKOT1_T1year,PRJNA273694 SKOT2_T1year,PRJNA296814 NHBCS_T1year,PRJNA417357 COPSAC_T1year,PRJNA510423 ABIS_T1year,SRP152384 OULU_T1year",45,0.5168571545614682,0.7,1.0,0.009708737864077669,0.019230769230769232
PRJEB48451 JORVI_T1year,"ERP111347 NOMIC_T1year,PRJNA273694 SKOT1_T1year,PRJNA273694 SKOT2_T1year,PRJNA296814 NHBCS_T1year,PRJNA417357 COPSAC_T1year,PRJNA510423 ABIS_T1year,SRP152384 OULU_T1year",45,0.639423076923077,0.8387096774193549,0.0,0.0,0.0
PRJNA273694 SKOT1_T1year,"ERP111347 NOMIC_T1year,PRJEB48451 JORVI_T1year,PRJNA273694 SKOT2_T1year,PRJNA296814 NHBCS_T1year,PRJNA417357 COPSAC_T1year,PRJNA510423 ABIS_T1year,SRP152384 OULU_T1year",45,0.5694444444444445,0.7913043478260869,0.16666666666666666,0.125,0.14285714285714285
PRJNA273694 SKOT2_T1year,"ERP111347 NOMIC_T1year,PRJEB48451 JORVI_T1year,PRJNA273694 SKOT1_T1year,PRJNA296814 NHBCS_T1year,PRJNA417357 COPSAC_T1year,PRJNA510423 ABIS_T1year,SRP152384 OULU_T1year",45,0.6317460317460317,0.6509433962264151,0.0,0.0,0.0
PRJNA296814 NHBCS_T1year,"ERP111347 NOMIC_T1year,PRJEB48451 JORVI_T1year,PRJNA273694 SKOT1_T1year,PRJNA273694 SKOT2_T1year,PRJNA417357 COPSAC_T1year,PRJNA510423 ABIS_T1year,SRP152384 OULU_T1year",45,0.5142430819316333,0.7185185185185186,0.0,0.0,0.0
PRJNA417357 COPSAC_T1year,"ERP111347 NOMIC_T1year,PRJEB48451 JORVI_T1year,PRJNA273694 SKOT1_T1year,PRJNA273694 SKOT2_T1year,PRJNA296814 NHBCS_T1year,PRJNA510423 ABIS_T1year,SRP152384 OULU_T1year",45,0.5336161011310712,0.7877358490566038,0.0,0.0,0.0
PRJNA510423 ABIS_T1year,"ERP111347 NOMIC_T1year,PRJEB48451 JORVI_T1year,PRJNA273694 SKOT1_T1year,PRJNA273694 SKOT2_T1year,PRJNA296814 NHBCS_T1year,PRJNA417357 COPSAC_T1year,SRP152384 OULU_T1year",45,0.5308268858800773,0.8045112781954887,0.10256410256410256,0.0851063829787234,0.09302325581395349
SRP152384 OULU_T1year,"ERP111347 NOMIC_T1year,PRJEB48451 JORVI_T1year,PRJNA273694 SKOT1_T1year,PRJNA273694 SKOT2_T1year,PRJNA296814 NHBCS_T1year,PRJNA417357 COPSAC_T1year,PRJNA510423 ABIS_T1year",45,0.6357804704205273,0.7261904761904762,0.0,0.0,0.0
