train_dataset,test_dataset,n_common_features,overlap_pct,auc,accuracy,precision,recall,f1
PRJEB30615,PRJNA381395,136,52.307692307692314,0.5723684210526315,0.5625,0.4722222222222222,0.6538461538461539,0.5483870967741935
PRJEB30615,PRJNA601994,170,40.963855421686745,0.6437188719881546,0.6429980276134122,0.7164634146341463,0.7275541795665634,0.7219662058371735
PRJNA381395,PRJEB30615,136,52.307692307692314,0.5067948717948718,0.44140625,0.6065573770491803,0.23717948717948717,0.34101382488479265
PRJNA381395,PRJNA601994,179,44.08866995073892,0.5718299905774666,0.504930966469428,0.6714285714285714,0.43653250773993807,0.5290806754221389
PRJNA601994,PRJEB30615,170,40.963855421686745,0.6954487179487181,0.55078125,0.847457627118644,0.32051282051282054,0.46511627906976744
PRJNA601994,PRJNA381395,179,44.08866995073892,0.6487854251012145,0.640625,0.5483870967741935,0.6538461538461539,0.5964912280701754
