test_dataset,train_datasets,n_common_features,auc,accuracy,precision,recall,f1
PRJEB30615,"PRJNA381395,PRJNA601994",132,0.6310897435897435,0.54296875,0.8679245283018868,0.2948717948717949,0.44019138755980863
PRJNA381395,"PRJEB30615,PRJNA601994",132,0.5197368421052632,0.40625,0.40625,1.0,0.5777777777777777
PRJNA601994,"PRJEB30615,PRJNA381395",132,0.6270359402342173,0.6232741617357002,0.6556603773584906,0.8606811145510835,0.7443105756358769
