test_dataset,train_datasets,n_common_features,auc,accuracy,precision,recall,f1
ERP111347 NOMIC_T1month,"PRJEB13896 WHEALS_T1month,PRJEB48451 JORVI_T1month,PRJNA296814 NHBCS_T1month,PRJNA322188 HOUSTON_T1month,PRJNA339264 INFANTMET_T1month,PRJNA417357 COPSAC_T1month",42,0.75587452251418,0.6742268041237114,1.0,0.006289308176100629,0.0125
PRJEB13896 WHEALS_T1month,"ERP111347 NOMIC_T1month,PRJEB48451 JORVI_T1month,PRJNA296814 NHBCS_T1month,PRJNA322188 HOUSTON_T1month,PRJNA339264 INFANTMET_T1month,PRJNA417357 COPSAC_T1month",42,0.8612046389824168,0.8245614035087719,0.6756756756756757,0.7575757575757576,0.7142857142857143
PRJEB48451 JORVI_T1month,"ERP111347 NOMIC_T1month,PRJEB13896 WHEALS_T1month,PRJNA296814 NHBCS_T1month,PRJNA322188 HOUSTON_T1month,PRJNA339264 INFANTMET_T1month,PRJNA417357 COPSAC_T1month",42,0.7936046511627907,0.7843137254901961,0.36363636363636365,0.5,0.42105263157894735
PRJNA296814 NHBCS_T1month,"ERP111347 NOMIC_T1month,PRJEB13896 WHEALS_T1month,PRJEB48451 JORVI_T1month,PRJNA322188 HOUSTON_T1month,PRJNA339264 INFANTMET_T1month,PRJNA417357 COPSAC_T1month",42,0.8046351273702355,0.7115987460815048,0.0,0.0,0.0
PRJNA322188 HOUSTON_T1month,"ERP111347 NOMIC_T1month,PRJEB13896 WHEALS_T1month,PRJEB48451 JORVI_T1month,PRJNA296814 NHBCS_T1month,PRJNA339264 INFANTMET_T1month,PRJNA417357 COPSAC_T1month",42,0.8329238329238329,0.7916666666666666,0.5333333333333333,0.7272727272727273,0.6153846153846154
PRJNA339264 INFANTMET_T1month,"ERP111347 NOMIC_T1month,PRJEB13896 WHEALS_T1month,PRJEB48451 JORVI_T1month,PRJNA296814 NHBCS_T1month,PRJNA322188 HOUSTON_T1month,PRJNA417357 COPSAC_T1month",42,0.7933760683760684,0.5547445255474452,0.75,0.09230769230769231,0.1643835616438356
PRJNA417357 COPSAC_T1month,"ERP111347 NOMIC_T1month,PRJEB13896 WHEALS_T1month,PRJEB48451 JORVI_T1month,PRJNA296814 NHBCS_T1month,PRJNA322188 HOUSTON_T1month,PRJNA339264 INFANTMET_T1month",42,0.7365620490620491,0.7788778877887789,0.5641025641025641,0.3055555555555556,0.3963963963963964
