test_dataset,train_datasets,n_common_features,auc,accuracy,precision,recall,f1
PRJNA489760,"PRJNA554111,PRJNA633959",228,0.6644444444444444,0.48333333333333334,0.4915254237288136,0.9666666666666667,0.651685393258427
PRJNA554111,"PRJNA489760,PRJNA633959",228,0.4375338020551649,0.5,0.5,1.0,0.6666666666666666
PRJNA633959,"PRJNA489760,PRJNA554111",228,0.6338028169014085,0.4678362573099415,0.6956521739130435,0.16,0.2601626016260163
