microbe,status
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Collinsella;_s__aerofaciens.2,dropped
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Eggerthella,dropped
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Eggerthella;_s__lenta.1,dropped
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Olsenella,dropped
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Olsenella;_s__uli,dropped
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Paraeggerthella;_s__hongkongensis,dropped
k__Bacteria;_p__Actinobacteria;_c__Coriobacteriia;_o__Coriobacteriales;_f__Coriobacteriaceae;_g__Slackia;_s__.1,dropped
k__Bacteria;_p__Actinobacteria;_c__MB-A2-108;_o__0319-7L14;_f__;_g__;_s__,dropped
k__Bacteria;_p__Actinobacteria;_c__Thermoleophilia;_o__Solirubrobacterales,dropped
k__Bacteria;_p__Actinobacteria;_c__Thermoleophilia;_o__Solirubrobacterales;_f__;_g__;_s__,dropped
k__Bacteria;_p__Actinobacteria;_c__Thermoleophilia;_o__Solirubrobacterales;_f__;_g__;_s__.1,dropped
k__Bacteria;_p__Armatimonadetes;_c__SHA-37;_o__;_f__;_g__;_s__,dropped
k__Bacteria;_p__Armatimonadetes;_c__SJA-176;_o__TP122;_f__;_g__;_s__,dropped
k__Bacteria;_p__Armatimonadetes;_c___Fimbriimonadia_;_o___Fimbriimonadales_;_f___Fimbriimonadaceae_,dropped
k__Bacteria;_p__Armatimonadetes;_c___Fimbriimonadia_;_o___Fimbriimonadales_;_f___Fimbriimonadaceae_;_g__Fimbriimonas;_s__,dropped
k__Bacteria;_p__Bacteroidetes.10,dropped
k__Bacteria;_p__Bacteroidetes.2,dropped
k__Bacteria;_p__Bacteroidetes.3,dropped
k__Bacteria;_p__Bacteroidetes.4,dropped
k__Bacteria;_p__Bacteroidetes.5,dropped
k__Bacteria;_p__Bacteroidetes.6,dropped
k__Bacteria;_p__Bacteroidetes.7,dropped
k__Bacteria;_p__Bacteroidetes.8,dropped
k__Bacteria;_p__Bacteroidetes.9,dropped
